name,url,rating,price,contact,via,CAP,comune
Da Mimmo ai Colli,https://www.tripadvisor.it/Restaurant_Review-g187830-d18957662-Reviews-Da_Mimmo_ai_Colli-Bergamo_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39035260768,Via Longuelo 264 ,24129, Bergamo
Cucina Cereda,https://www.tripadvisor.it/Restaurant_Review-g2314045-d2481862-Reviews-Cucina_Cereda-Ponte_San_Pietro_Province_of_Bergamo_Lombardy.html,4.5,cucina raffinata,+390354371900,Via Luigi Piazzini 33 ,24036, Ponte San Pietro
Mimi La Casa Dei Sapori,https://www.tripadvisor.it/Restaurant_Review-g187830-d3686534-Reviews-Mimi_La_Casa_Dei_Sapori-Bergamo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39035236263,Via Bartolomeo Colleoni 26 ,24129, Bergamo
Mamma Farina,https://www.tripadvisor.it/Restaurant_Review-g187849-d4432695-Reviews-Mamma_Farina_Valtorta-Milan_Lombardy.html,3.5,fascia media,+390243129037,Via Dei Valtorta 44 ,20127, Milano
Al Corbara Bistrot sull'Adda,https://www.tripadvisor.it/Restaurant_Review-g1062531-d19012279-Reviews-Al_Corbara_Bistrot_sull_Adda-Trezzo_sull_Adda_Province_of_Milan_Lombardy.html,4.5,fascia media,+393517381818,Via Alzaia 13 ,20056, Trezzo sull'Adda
Ciciarà,https://www.tripadvisor.it/Restaurant_Review-g187849-d21087711-Reviews-Ciciara-Milan_Lombardy.html,4.0,fascia media,+390284178681,Piazza Santo Stefano 8 ,20122, Milano
Ristorante La Corte del Noce,https://www.tripadvisor.it/Restaurant_Review-g2300079-d2281026-Reviews-La_Corte_del_Noce-Villa_D_Adda_Province_of_Bergamo_Lombardy.html,4.5,cucina raffinata,+39035792277,Via Biffi Alfredo 8 Con il navigatore impostare Via San Zenone e seguire le indicazioni ,24030, Villa D'Adda
Al Molo 13,https://www.tripadvisor.it/Restaurant_Review-g1062531-d10595815-Reviews-Al_Molo_13-Trezzo_sull_Adda_Province_of_Milan_Lombardy.html,4.0,fascia media,+39029092013,Via Alzaia 13 ,20056, Trezzo sull'Adda
Agriturismo Al Maso,https://www.tripadvisor.it/Restaurant_Review-g3734027-d3734031-Reviews-Agriturismo_Al_Maso-Camerata_Cornello_Province_of_Bergamo_Lombardy.html,5.0,fascia media,+393393226964,Via Bretto 16 ,24010, Camerata Cornello
Ristorate Pizzeria Del Ponte,https://www.tripadvisor.it/Restaurant_Review-g4877219-d4926286-Reviews-Ristorate_Pizzeria_Del_Ponte-Valtorta_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,+39034587702,Via Rava 16 ,24010, Valtorta
duse bistrot,https://www.tripadvisor.it/Restaurant_Review-g1459049-d4564408-Reviews-Duse_Bistrot-Darfo_Boario_Terme_Province_of_Brescia_Lombardy.html,4.5,fascia media,+393472631773,Viale Repubblica 13 ,25047, Darfo Boario Terme
il Bistrot di Bormio Terme,https://www.tripadvisor.it/Restaurant_Review-g194697-d2262830-Reviews-Ristorante_Bar_Delle_Terme-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342901325,via Stelvio 14 ,23032, Bormio
Caffe Orientale,https://www.tripadvisor.it/Restaurant_Review-g194892-d7253964-Reviews-Caffe_Orientale-Salsomaggiore_Terme_Province_of_Parma_Emilia_Romagna.html,3.0,fascia media,+390524577103,Via Divisione Julia 8 ,43039, Salsomaggiore Terme
L'angolo Dei Sapori,https://www.tripadvisor.it/Restaurant_Review-g1095862-d8372307-Reviews-L_angolo_Dei_Sapori-Monticelli_Terme_Montechiarugolo_Province_of_Parma_Emilia_Ro.html,4.5,cibo economico,+393381763242,Via Montepelato Sud 8 ,43022, Monticelli Terme Montechiarugolo
Trattoria Le Palazzole,https://www.tripadvisor.it/Restaurant_Review-g1201971-d12816115-Reviews-Trattoria_Le_Palazzole-Cola_Lazise_Province_of_Verona_Veneto.html,4.0,cibo economico,+393442999001,Via Elta 1 Località Palazzola ,37017, Colà Lazise
Ristorante Pizzeria Terme,https://www.tripadvisor.it/Restaurant_Review-g187860-d3657292-Reviews-Ristorante_Pizzeria_Terme-Merano_Province_of_South_Tyrol_Trentino_Alto_Adige.html,4.0,fascia media,+390473210455,Via Piave 2 ,39012, Merano
Bar delle Terme,https://www.tripadvisor.it/Restaurant_Review-g187835-d2094632-Reviews-Bar_delle_Terme-Como_Lake_Como_Lombardy.html,4.0,fascia media,+39031329111,Lungolario Trieste 14 ,22100, Como
Zen Cafè,https://www.tripadvisor.it/Restaurant_Review-g673480-d4339813-Reviews-Zen_cafe-Ponte_Arche_Comano_Terme_Province_of_Trento_Trentino_Alto_Adige.html,4.0,fascia media,+390465706507,Via Cesare battisti ,38077, Ponte Arche Comano Terme
Pizzeria Ristorante La Piazzetta,https://www.tripadvisor.it/Restaurant_Review-g1488740-d3617629-Reviews-Pizzeria_Ristorante_La_Piazzetta-Recoaro_Terme_Province_of_Vicenza_Veneto.html,4.5,fascia media,+39044575253,Via Roma 54 ,36076, Recoaro Terme
Gelateria 900,https://www.tripadvisor.it/Restaurant_Review-g194892-d3853573-Reviews-Gelateria_900-Salsomaggiore_Terme_Province_of_Parma_Emilia_Romagna.html,4.5,cibo economico,+390524575332,Via Mazzini 2 ,43039, Salsomaggiore Terme
Ristorante Villa Moscardo,https://www.tripadvisor.it/Restaurant_Review-g1201971-d12443303-Reviews-Ristorante_Villa_Moscardo-Cola_Lazise_Province_of_Verona_Veneto.html,4.0,fascia media,+393494764066,Piazza di Sopra 3 ,37017, Colà Lazise
Soqquadro,https://www.tripadvisor.it/Restaurant_Review-g1515259-d6529424-Reviews-Soqquadro-Salice_Terme_Godiasco_Province_of_Pavia_Lombardy.html,4.5,cibo economico,+393333429858,via Diviani 19 ,27052, Salice Terme Godiasco
IL Barino,https://www.tripadvisor.it/Restaurant_Review-g1515259-d2373252-Reviews-IL_Barino-Salice_Terme_Godiasco_Province_of_Pavia_Lombardy.html,3.5,fascia media,+39038391384,Piazzetta Taramelli 6 ,27052, Salice Terme Godiasco
Il Mirto,https://www.tripadvisor.it/Restaurant_Review-g1220348-d2219344-Reviews-Il_Mirto-Vallio_Terme_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390365370032,Via Sopranico 12 Hotel Parco Della Fonte ,25080, Vallio Terme
Ristorante dell'Hotel Terme di Angolo,https://www.tripadvisor.it/Restaurant_Review-g2201620-d12955476-Reviews-Ristorante_dell_Hotel_Terme_di_Angolo-Angolo_Terme_Province_of_Brescia_Lombardy.html,4.0,fascia media,+390364549106,Viale delle Terme 53 ,25040, Angolo Terme
All'Istciot Hotel Aurora,https://www.tripadvisor.it/Restaurant_Review-g194793-d3421514-Reviews-All_Istciot_Hotel_Aurora-Levico_Terme_Province_of_Trento_Trentino_Alto_Adige.html,4.0,fascia media,+390461706467,Localita Compet Vignola Falesina 28 Vignola Falesina ,38056, Levico Terme
Aquardens Restaurant - Ripasso Bistro,https://www.tripadvisor.it/Restaurant_Review-g652052-d4080523-Reviews-Aquardens_Restaurant_Ripasso_Bistro-Pescantina_Province_of_Verona_Veneto.html,3.5,fascia media,+390456701687,Via Valpolicella 63 Santa Lucia ,37026, Pescantina
Mirage Pizzaria,https://www.tripadvisor.it/Restaurant_Review-g1515178-d4042608-Reviews-Mirage_Pizzaria-Lanzada_Province_of_Sondrio_Lombardy.html,3.5,,+390342453175,Via Ronchetti 331 ,23020, Lanzada
Rifugio Zoia,https://www.tripadvisor.it/Restaurant_Review-g1515178-d4745748-Reviews-Rifugio_Zoia-Lanzada_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342451405,Campo Moro ,23020, Lanzada
Rifugio Alpe Musella,https://www.tripadvisor.it/Restaurant_Review-g1515178-d10792108-Reviews-Rifugio_Alpe_Musella-Lanzada_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+393477938825,Lat 46° 18' 474''   Long 9° 54' 57'' Lanzada Italia,,
Pesca alla trota - Campo Franscia,https://www.tripadvisor.it/Restaurant_Review-g1515178-d8288203-Reviews-Pesca_alla_trota_Campo_Franscia-Lanzada_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+393486604825,Campo Franscia - Lanzada ,23020, Lanzada
Rifugio Cesare Mitta,https://www.tripadvisor.it/Restaurant_Review-g1515178-d24921530-Reviews-Rifugio_Cesare_Mitta-Lanzada_Province_of_Sondrio_Lombardy.html,5.0,,+393393633778,Alpe Musella ,23020, Lanzada
Rifugio Ca Runcasch,https://www.tripadvisor.it/Restaurant_Review-g1515178-d9465493-Reviews-Rifugio_Ca_Runcasch-Lanzada_Province_of_Sondrio_Lombardy.html,4.0,,+393479804889,Alpe Campagneda ,23020, Lanzada
Ristorante Pizzeria La Baitella,https://www.tripadvisor.it/Restaurant_Review-g2374917-d2373305-Reviews-La_Baitella-Songavazzo_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39034673167,Via Pineta 71 ,24020, Songavazzo
Ristorante Pizzeria Derby,https://www.tripadvisor.it/Restaurant_Review-g2374917-d3539501-Reviews-Ristorante_Pizzeria_Derby-Songavazzo_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+3903461902625,Via Veneto 25 ,24020, Songavazzo
Palu,https://www.tripadvisor.it/Restaurant_Review-g1969637-d8298392-Reviews-Palu-Rovetta_Province_of_Bergamo_Lombardy.html,4.5,cibo economico,,Via Andrea Fantoni ,24020, Rovetta
La Strettoia da Lorenzo,https://www.tripadvisor.it/Restaurant_Review-g2374917-d4136175-Reviews-La_Strettoia_da_Lorenzo-Songavazzo_Province_of_Bergamo_Lombardy.html,4.0,,+39034671604,Via Roma,,Songavazzo
Ristorante Miramonti,https://www.tripadvisor.it/Restaurant_Review-g2277638-d12071682-Reviews-Miramonti_Ristorante-Corteno_Golgi_Province_of_Brescia_Lombardy.html,4.5,fascia media,+3903641873043,Via Libertà 11 ,25040, Corteno Golgi
Rifugio Alpini di Campovecchio,https://www.tripadvisor.it/Restaurant_Review-g2277638-d7593180-Reviews-Rifugio_Alpini_di_Campovecchio-Corteno_Golgi_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+39036474108,Localita Campovecchio SNC ,25040, Corteno Golgi
Rifugio Val Brandet,https://www.tripadvisor.it/Restaurant_Review-g2277638-d7647441-Reviews-Rifugio_Val_Brandet-Corteno_Golgi_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+3903641916206,Val Brandet,,Corteno Golgi
Americana,https://www.tripadvisor.it/Restaurant_Review-g2005249-d10724383-Reviews-Americana-Edolo_Province_of_Brescia_Lombardy.html,4.5,fascia media,,Via Monte Grappa 19 ,25048, Edolo
Corten,https://www.tripadvisor.it/Restaurant_Review-g194771-d17393611-Reviews-Corten-Garda_Province_of_Verona_Veneto.html,4.5,fascia media,+393517729632,Via San Giovanni 4 ,37016, Garda
Trattoria Della Pina,https://www.tripadvisor.it/Restaurant_Review-g2005249-d7243437-Reviews-Trattoria_Della_Pina-Edolo_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+3903641959427,Via Camillo Benso Conte di Cavour 72A ,25048, Edolo
Pasticceria Peccati di Gola,https://www.tripadvisor.it/Restaurant_Review-g2277638-d7235470-Reviews-Pasticceria_Peccati_di_Gola-Corteno_Golgi_Province_of_Brescia_Lombardy.html,5.0,,+393402845864,Camillo Golgi 138 Edolo ,25040, Corteno Golgi
Après ski Baradello,https://www.tripadvisor.it/Restaurant_Review-g2277638-d18820275-Reviews-Apres_ski_Baradello-Corteno_Golgi_Province_of_Brescia_Lombardy.html,2.5,,+393458500172,Via Valeriana Impianto Sciistico Baradello ,25040, Corteno Golgi
Agriturismo Al Soldadì,https://www.tripadvisor.it/Restaurant_Review-g2277638-d3631435-Reviews-Agriturismo_Al_Soldadi-Corteno_Golgi_Province_of_Brescia_Lombardy.html,4.5,cibo economico,+393347968971,Via Les 54 ,25040, Corteno Golgi
Ristoro Lucia,https://www.tripadvisor.it/Restaurant_Review-g2277638-d3436017-Reviews-Ristoro_Lucia-Corteno_Golgi_Province_of_Brescia_Lombardy.html,4.5,,,Riserva Valle Sant'antonio,,Corteno Golgi
Ristorante Albergo Le Betulle,https://www.tripadvisor.it/Restaurant_Review-g2277638-d6751003-Reviews-Ristorante_Albergo_le_Betulle_Di_Roberta_Orgnoni-Corteno_Golgi_Province_of_Bresc.html,3.5,cibo economico,+390342746591,Via Monte Padrio 4 ,25040, Corteno Golgi
Sunflower Pub,https://www.tripadvisor.it/Restaurant_Review-g2277638-d11637432-Reviews-Sunflower_Pub-Corteno_Golgi_Province_of_Brescia_Lombardy.html,3.5,,+393339715576,Via Nazionale 221 ,25040, Corteno Golgi
Bait Dal Ghet,https://www.tripadvisor.it/Restaurant_Review-g194799-d1426166-Reviews-Bait_Dal_Ghet-Livigno_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+390342970162,Via Plan 369 ,23030, Livigno
Focolare,https://www.tripadvisor.it/Restaurant_Review-g194799-d7350407-Reviews-Ristorante_Focolare-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393315331957,Via Ostaria 148 ,23030, Livigno
Ristorante Cervo,https://www.tripadvisor.it/Restaurant_Review-g194799-d2264668-Reviews-Ristorante_Cervo-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342996282,Via Sant'Antoni 74 ,23041, Livigno
La Mirage,https://www.tripadvisor.it/Restaurant_Review-g194799-d2194718-Reviews-La_Mirage-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342997263,Via Plan 201 ,23030, Livigno
La Pioda,https://www.tripadvisor.it/Restaurant_Review-g194799-d1151920-Reviews-La_Pioda-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342997610,Via Saroch 604 ,23030, Livigno
Why Not?,https://www.tripadvisor.it/Restaurant_Review-g194799-d9618843-Reviews-Why_Not_Livigno-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393664652399,Via Botarel 33 ,23030, Livigno
Ristoro Fopel,https://www.tripadvisor.it/Restaurant_Review-g194799-d3619073-Reviews-Ristoro_Fopel-Livigno_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393355499584,Via della Val 6071 ,23030, Livigno
Bivio Bistrot,https://www.tripadvisor.it/Restaurant_Review-g194799-d1122409-Reviews-Bivio_Bistrot-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342996137,Via Plan 422/A ,23030, Livigno
Latteria Livigno,https://www.tripadvisor.it/Restaurant_Review-g194799-d2257428-Reviews-Latteria_di_Livigno-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342970432,Via Pemont 911 ,23030, Livigno
Birrificio Livigno 1816,https://www.tripadvisor.it/Restaurant_Review-g194799-d2083790-Reviews-Birrificio_Livigno-Livigno_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+390342996332,Via Pontiglia 37 ,23030, Livigno
Mauri's L'Hamburgheria,https://www.tripadvisor.it/Restaurant_Review-g194799-d13189059-Reviews-Mauri_s_L_Hamburgheria-Livigno_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+3903421856549,Via Ostaria 406 ,23030, Livigno
Ristorante Il Cenacolo,https://www.tripadvisor.it/Restaurant_Review-g194799-d1215307-Reviews-Il_Cenacolo-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342996728,Via Pedrana 416 livigno via pedrana 416 ,23030, Livigno
Dosdè,https://www.tripadvisor.it/Restaurant_Review-g194799-d8462875-Reviews-Dosde-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393349887614,Via Ostaria 209 ,23041, Livigno
Via Vai,https://www.tripadvisor.it/Restaurant_Review-g194799-d3439744-Reviews-Via_Vai-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342997771,Via Ostaria 47 ,23030, Livigno
Ristorante Pizzeria San Giovanni,https://www.tripadvisor.it/Restaurant_Review-g194799-d7949474-Reviews-Restaurant_Pizzeria_San_Giovanni-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342970515,Via Florin 40/46 ,23041, Livigno
Marcos,https://www.tripadvisor.it/Restaurant_Review-g194799-d3724632-Reviews-Marcos_Pub-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342970820,Via Saroch 591 ,23030, Livigno
Ristorante Bellavista,https://www.tripadvisor.it/Restaurant_Review-g194799-d10664130-Reviews-Ristorante_Bellavista-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342997334,Via Saroch 425 ,23030, Livigno
Paprika,https://www.tripadvisor.it/Restaurant_Review-g194799-d2257427-Reviews-Paprika-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342996050,Via Plan 245 ,23030, Livigno
IL Gufo Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g194799-d7060675-Reviews-IL_Gufo_Pizzeria-Livigno_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+393408727053,Via dala Gesa 580/B ,23030, Livigno (SO) 
Cànoa,https://www.tripadvisor.it/Restaurant_Review-g194799-d2037122-Reviews-Canoa-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342970671,Via Fontana 221 ,23030, Livigno
Ristorante Tagliede,https://www.tripadvisor.it/Restaurant_Review-g194799-d2320872-Reviews-Ristorante_Tagliede-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342990753,Via Ostaria 79 ,23041, Livigno
Ristorante Garden - Hotel Alpina,https://www.tripadvisor.it/Restaurant_Review-g194799-d9596241-Reviews-Ristorante_Garden_Hotel_Alpina-Livigno_Province_of_Sondrio_Lombardy.html,3.0,fascia media,+390342996007,Via Bondi' 15 ,23041, Livigno
carpe diem,https://www.tripadvisor.it/Restaurant_Review-g194799-d5954963-Reviews-Carpe_diem-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+393285357357,Via Plan 347 E ,23030, Livigno
Ristorante Whiskeria Toilasor,https://www.tripadvisor.it/Restaurant_Review-g194799-d2223536-Reviews-Ristorante_Whiskeria_Toilasor-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342979259,Via Compart 535 ,23030, Livigno
La Tea da Cip e Ciop,https://www.tripadvisor.it/Restaurant_Review-g194799-d7799481-Reviews-La_Tea_da_Cip_e_Ciop-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+393333120775,Via Tea Dal Pel ,23030, Livigno
The King Livigno,https://www.tripadvisor.it/Restaurant_Review-g194799-d5862235-Reviews-The_King_Livigno-Livigno_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+390342970063,Via Piceir N. 67 ,23030, Livigno
Fresco Bistrot & Pizza,https://www.tripadvisor.it/Restaurant_Review-g194799-d12140339-Reviews-Fresco_Bistrot-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342996551,Via Saroch 35 ,23041, Livigno
La Grolla,https://www.tripadvisor.it/Restaurant_Review-g194799-d1645623-Reviews-La_Grolla-Livigno_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+390342970283,Via Plan 307 ,23030, Livigno
La Pastorella Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g194799-d1645622-Reviews-La_Pastorella_Ristorante_Pizzeria-Livigno_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+393311170050,Via Plan 330 ,23030, Livigno
Ristorante e Pizzeria Miravalle,https://www.tripadvisor.it/Restaurant_Review-g667205-d2481931-Reviews-Ristorante_e_Pizzeria_Miravalle-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342985264,Piazza Sant'Abbondio 3 Valdidentro ,23038, Valdidentro
Ristorante Pizzeria Rosengarden,https://www.tripadvisor.it/Restaurant_Review-g667205-d3769406-Reviews-Ristorante_Pizzeria_Rosengarden-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342985648,Via Nazionale 54/B ,23038, Valdidentro
Agriturismo Raethia,https://www.tripadvisor.it/Restaurant_Review-g667205-d2098046-Reviews-Agriturismo_Raethia-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342986134,Via Fraele ,23038, Valdidentro
Baita de l'All,https://www.tripadvisor.it/Restaurant_Review-g667205-d3403216-Reviews-Baita_de_l_All-Valdidentro_Province_of_Sondrio_Lombardy.html,5.0,fascia media,+393387975672,Via San Carlo San Carlo - Semogo ,23038, Valdidentro
Ristorante Li Arnoga,https://www.tripadvisor.it/Restaurant_Review-g667205-d5825163-Reviews-Ristorante_Li_Arnoga-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342927116,Strada Statale 301 del Foscagno 8 Località Arnoga ,23038, Valdidentro
L'involt,https://www.tripadvisor.it/Restaurant_Review-g23369922-d23604694-Reviews-L_involt-Isolaccia_Valdidentro_Province_of_Sondrio_Lombardy.html,5.0,,+390342985401,Via Molini 4 ,23038, Isolaccia Valdidentro
Ristorante Interalpen,https://www.tripadvisor.it/Restaurant_Review-g667205-d9765706-Reviews-Restaurant_Interalpen-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342979068,Strada Statale 301 Passo del Foscagno - Livigno ,23038, Valdidentro
La Pernice,https://www.tripadvisor.it/Restaurant_Review-g194799-d2236296-Reviews-La_Pernice-Livigno_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342979166,Via Presot 9 Loc. Trepalle ,23030, Livigno
Agriturismo Baita Caricc,https://www.tripadvisor.it/Restaurant_Review-g667205-d4884482-Reviews-Agriturismo_Baita_Caricc-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+3903421890244,Località Caricc ,23038, Valdidentro
Rifugio Viola,https://www.tripadvisor.it/Restaurant_Review-g667205-d2216957-Reviews-Rifugio_Viola-Valdidentro_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+393483419794,M. 2314 Val Viola ,23038, Valdidentro
Ristorante Pizzeria Fior d’Alpe,https://www.tripadvisor.it/Restaurant_Review-g667205-d13170132-Reviews-Ristorante_Pizzeria_Fior_d_Alpe-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,cucina raffinata,+3903421751000,Via Madonnina 6 ,23038, Valdidentro
Alpen Hotel Ristorante,https://www.tripadvisor.it/Restaurant_Review-g667205-d2630859-Reviews-Alpen_Hotel_Ristorante-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,fascia media,+390342985875,Via Pece 3 Hotel Alpen Chalet ,23038, Valdidentro
Ristoro San Giacomo,https://www.tripadvisor.it/Restaurant_Review-g194697-d2262845-Reviews-Ristoro_San_Giacomo-Bormio_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+39(0)3483009920,Loc. Petin Laghi di Cancano,,Bormio
Ristoro Monte Scale,https://www.tripadvisor.it/Restaurant_Review-g667205-d10537510-Reviews-Ristoro_Monte_Scale-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342904660,Via Cancano ,23038, Valdidentro
Rosso Brace,https://www.tripadvisor.it/Restaurant_Review-g1053438-d23884388-Reviews-Rosso_Brace-Cinisello_Balsamo_Province_of_Milan_Lombardy.html,4.5,,+393401272517,Via De Amicis 48 Cinisello Balsamo ,20092, Cinisello Balsamo
Al Forte,https://www.tripadvisor.it/Restaurant_Review-g2533595-d3484710-Reviews-Al_Forte-Oga_Province_of_Sondrio_Lombardy.html,4.0,cibo economico,+390342929090,Via Al Forte 60 ,23030, Oga
Rifugio Val Fraele,https://www.tripadvisor.it/Restaurant_Review-g667205-d2479060-Reviews-Rifugio_Val_Fraele-Valdidentro_Province_of_Sondrio_Lombardy.html,3.0,fascia media,+390342902459,loc. Cornaccia Val Fraele ,23038, Valdidentro
Chalet La Rocca Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g194697-d3766267-Reviews-Chalet_La_Rocca-Bormio_Province_of_Sondrio_Lombardy.html,4.0,fascia media,+390342911100,Localita' La Rocca ,23032, Bormio
Ristoro Baita Altumeira,https://www.tripadvisor.it/Restaurant_Review-g667205-d4814715-Reviews-Ristoro_Baita_Altumeira-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,cibo economico,+390342927146,Val Viola - Frazne Semogo ,23038, Valdidentro
Salone dei Balli,https://www.tripadvisor.it/Restaurant_Review-g667205-d3491943-Reviews-Salone_dei_Balli-Valdidentro_Province_of_Sondrio_Lombardy.html,4.0,cucina raffinata,,Grand Hotel Bagni Nuovi Via Bagni Nuovi 7,,Valdidentro
La Creta,https://www.tripadvisor.it/Restaurant_Review-g7019590-d10287616-Reviews-La_Creta-Molina_Valdidentro_Province_of_Sondrio_Lombardy.html,3.5,fascia media,+393886313321,Via B. Bacilieri 145 ,37022, Molina Valdidentro
Panificio Fior D'Alpe,https://www.tripadvisor.it/Restaurant_Review-g667205-d15256879-Reviews-Panificio_Fior_D_Alpe-Valdidentro_Province_of_Sondrio_Lombardy.html,4.5,,+390342929360,Via Borgonuovo 7 ,23038, Valdidentro
Pizzeria Ristorante Baci,https://www.tripadvisor.it/Restaurant_Review-g1826676-d3682643-Reviews-Pizzeria_Ristorante_Baci-Valbondione_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+390346090481,Via San Lorenzo 14 ,24020, Valbondione
Ol Mulineri',https://www.tripadvisor.it/Restaurant_Review-g1826676-d8623312-Reviews-Ol_Mulineri-Valbondione_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+39034644294,Via San Lorenzo 27 ,24020, Valbondione
Rifugio Antonio Curò,https://www.tripadvisor.it/Restaurant_Review-g1826676-d12010598-Reviews-Rifugio_Antonio_Curo-Valbondione_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034644076,Localita Curo Conca del Barbellino ,24020, Valbondione
Albergo Ristorante Morandi,https://www.tripadvisor.it/Restaurant_Review-g1826676-d7199381-Reviews-Albergo_Ristorante_Morandi-Valbondione_Province_of_Bergamo_Lombardy.html,4.5,fascia media,+39034644001,Via Dante Alighieri 19 ,24020, Valbondione
Rifugio Campel,https://www.tripadvisor.it/Restaurant_Review-g1826676-d10750697-Reviews-Rifugio_Campel-Valbondione_Province_of_Bergamo_Lombardy.html,4.0,cibo economico,+393394948155,Via San Bernardino 96 Località ASTA DELLA CORNA DI LIZZOLA - CAMPEL ,24020, Valbondione
Stala di Mustacc,https://www.tripadvisor.it/Restaurant_Review-g1069028-d1825520-Reviews-Stala_di_Mustacc-Province_of_Bergamo_Lombardy.html,3.0,cibo economico,+39034644113,Via Mustacchi- Fiumenero 9 Valbondione ,24020,
Parisi Cafè,https://www.tripadvisor.it/Restaurant_Review-g1957908-d4563655-Reviews-Parisi_Cafe-Villasanta_Province_of_Monza_and_Brianza_Lombardy.html,4.0,cibo economico,+390392051745,Via Alessandro Volta 7 ,20852, Villasanta
Il Moro Ristorante Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g3570036-d3567044-Reviews-Il_Moro_Ristorante_Pizzeria-Parre_Province_of_Bergamo_Lombardy.html,4.0,fascia media,+39035701103,Via Sant'Alberto 4 ,24020, Parre
Dolce E Salato Pizzeria,https://www.tripadvisor.it/Restaurant_Review-g15217707-d15119449-Reviews-Dolce_E_Salato_Pizzeria-Ponte_Seghe_Ardesio_Province_of_Bergamo_Lombardy.html,4.0,,+393481118615,Via d'Acquacc 5 ,24020, Ponte Seghe Ardesio
Hotel Ristorante Pizzeria Locanda Del Cacciatore,https://www.tripadvisor.it/Restaurant_Review-g2088613-d4782551-Reviews-Hotel_Ristorante_Pizzeria_Locanda_Del_Cacciatore-Gromo_Province_of_Bergamo_Lomba.html,4.0,fascia media,+39034641112,Via Roma 9 ,24020, Gromo
